FNC/S12/Dog House,ONE Seymour H Knox III Plaza,Buffalo
FNC/S13-15 Dog House/On Tap,ONE Seymour H Knox III Plaza,Buffalo
FNC/S16/17 Pizza/Grill,ONE Seymour H Knox III Plaza,Buffalo
FNC/S18/19 Dog House,ONE Seymour H Knox III Plaza,Buffalo
FNC/S1/2 Grill/Pizza,ONE Seymour H Knox III Plaza,Buffalo
FNC/S20-23 Sweet Spot Grill,ONE Seymour H Knox III Plaza,Buffalo
FNC/S3 Dog House,ONE Seymour H Knox III Plaza,Buffalo
FNC/S4/S5 Pizzeria,ONE Seymour H Knox III Plaza,Buffalo
FNC/S6/Creamery,ONE Seymour H Knox III Plaza,Buffalo
FNC/S7/Doghouse,ONE Seymour H Knox III Plaza,Buffalo
FNC/S8/Dog House,ONE Seymour H Knox III Plaza,Buffalo
FNC/S9 Pizzeria,ONE Seymour H Knox III Plaza,Buffalo
FNC/Studio 200 Club,ONE Seymour H Knox III Plaza,Buffalo
FNC/Studio 200 Con/Inseat Kitchen,ONE Seymour H Knox III Plaza,Buffalo
FNC/Suite Level Cold Side Kitchen,ONE Seymour H Knox III Plaza,Buffalo
FNC/Suite Level Hot Kitchen,ONE Seymour H Knox III Plaza,Buffalo
FNC/Taco Stand-Cove 2,ONE Seymour H Knox III Plaza,Buffalo
FNC/Taste Of WNY-Cove 3,ONE Seymour H Knox III Plaza,Buffalo
FNC/Tim Horton's Cart 1,ONE Seymour H Knox III Plaza,Buffalo
FNC/Tim Horton's Cart 2,ONE Seymour H Knox III Plaza,Buffalo
Founding Fathers Inc.,75 Edward Street,Buffalo
Francesca's Italian Cuisine,2022 Seneca Street,Buffalo
Frank's Sunny Italy,2491 Delaware Avenue,Buffalo
Frankie Primo's Plus 39,51 West Chippewa Street,Buffalo
Franklin's Honey and Apples,999 Broadway Street,Buffalo
Freddy J's and Son,195 Grant Street,Buffalo
Fresh Bake LLC,1070 Clinton Street,Buffalo
Freshens Cafe,18 Agassiz Circle,Buffalo
Friends Of Night People Inc,394 Hudson Street,Buffalo
Friends To The Elderly,118 East Utica Street,Buffalo
Friendship Baptist Church,402 Clinton Street,Buffalo
Frituras Sabrosas LLC,525 Niagara Street,Buffalo
Frizzy's Bar & Grill,140 Allen Street,Buffalo
Froggy's Inn,150 Babcock Street,Buffalo
Fruitbelt School,2408 Main Street,Buffalo
Fugazi,503 Franklin Street,Buffalo
Full House,1221 East Lovejoy Street,Buffalo
Funky Monkey,20 Allen Street,Buffalo
G & T Inn,68 Memorial Drive,Buffalo
Gabel's Bar,1285 Hertel Avenue,Buffalo
Gabriel's Gate,145 Allen Street,Buffalo
Gaelic American Athletic Association,245 Abbott Road,Buffalo
Garden Grill and Bar,10 Lafayette Square,Buffalo
Gateway-Longview Family Residence Center,347 East Ferry Street,Buffalo
Gecko's Bar & Grille,1464 Hertel Avenue,Buffalo
Gelato Gypsy,999 Broadway Street,Buffalo
Gelato Gypsy,999 Broadway Street,Buffalo
"George's American Diner, Inc.",1893 Niagara Street,Buffalo
George Washington Fish & Camp Club,2805 Niagara Street,Buffalo
Gi Gi's Restaurant,257 East Ferry Street,Buffalo
Ginny's,1149 East Ferry Street,Buffalo
Gino's Italian Bakery,1104 Kenmore Avenue,Buffalo
Gino's NY Pizza,1009 Elmwood Avenue,Buffalo
Gino's NY Pizza,2412 South Park Avenue,Buffalo
Gino & Joe's Pizza Greenhouse,400 Main Street,Buffalo
Gino & Joe's Pizza (Lower),400 Main Place Mall First Floor,Buffalo
Glacier Bear Of WNY 2,1615 William Street,Buffalo
Globe Market,762 Elmwood Avenue,Buffalo
Globe Market To Go,1416 Hertel Avenue,Buffalo
Gloria Parks Community Center (057),3242 Main Street,Buffalo
GM #1 Powertrain,2995 River Road,Buffalo
Golden Cup Coffee,84 Parkside Avenue,Buffalo
Golden Garden 8 LLC,1265 Broadway Street,Buffalo
Goodyear Cafeteria,3435 Main Street,Buffalo
Gordon's,2263 Delaware  Avenue,Buffalo
Gourm-Asian Bistro Food Truck,160 Court Street,Buffalo
Gourmet Lao Foods,25 Grant Street,Buffalo
Gramma Moras Mexican Restaurant,1465 Hertel Avenue,Buffalo
Gran-Grans,401 Memorial Drive,Buffalo
Grand Lady Cruises Inc.,5 Austin Street,Buffalo
Great Wall,916 Elmwood Avenue,Buffalo
Greenhouse Food Court Comm.,400 Main Street,Buffalo
Griffin's Irish Pub,81 Abbott Road,Buffalo
Grill Station,719 Seneca Street,Buffalo
Grille 620,620 Delaware Avenue,Buffalo
Grindhaus Cafe,160 Allen Street,Buffalo
Gulino's Pizzeria,2298 Seneca Street,Buffalo
Guzzo's Hot Spot Inc,1960 Clinton Street,Buffalo
Gypsy Bohemian Grove Bar @ EXPO,615 Main Street,Buffalo
Gypsy Parlor,376 Grant Street,Buffalo
Hajjar,1146 Hertel Avenue,Buffalo
Halal FoodTruck,2614 Main Street,Buffalo
Hamlin House,432 Franklin Street,Buffalo
Handlebar,149 Swan Street,Buffalo
Hanna's Frosty Treats,140 Taunton Place,Buffalo
Happy Swallow Restaurant,1349 Sycamore Street,Buffalo
Harborcenter Level 6 Rink Concessions,75 Main Street,Buffalo
Harborcenter Level 7 Rink Concessions,75 Main Street,Buffalo
Harborcenter Rink Concessions Portable North 7th floor,75 Main Street,Buffalo
Harborcenter Rink Concessions Portable South 7th floor,75 Main Street,Buffalo
Harborside Mercantile LLC,50 Main Street,Buffalo
Harmac Medical Products Cafeteria,2201 Bailey Avenue,Buffalo
Harriman Hall,3435 Main Street,Buffalo
Harriman Hot Dog Cart,3435 at Main Street,Buffalo
Harry's Blasdell Pizza,2370 Seneca Street,Buffalo
Haw'ty Dawgz,292 High Street,Buffalo
Health Now (BC/BS),257 West Genesee Street,Buffalo
Health Sciences Charter School,1140 Ellicott Street,Buffalo
Hearts For The Homeless,890 Tonawanda Street,Buffalo
Helium Comedy Club,30 Mississippi Street,Buffalo
Hero Burgers,976 Elmwood Avenue,Buffalo
Hispanics United Of Buffalo Senior Nutrition Site,254 Virginia Street,Buffalo
Hoggerty's,51 Colonial Circle,Buffalo
Holiday House,2455 Delaware Avenue,Buffalo
Honeywell Buffalo,20 Peabody Street,Buffalo
Hong Kong Kitchen,2272 Seneca Street,Buffalo
Hong Kong Kitchen,1120 Elmwood Avenue,Buffalo
Hopkins Street Subway Enterprise,363 Hopkins Street,Buffalo
Hopper's Rush Inn,2104 Seneca Street,Buffalo
Horizon Village Terrace House,291 Elm Street,Buffalo
Hot Mama's Canteen,12 Military Road,Buffalo
Hot Rods,999 Broadway Street,Buffalo
Hot Spot Pizza,959 Broadway Street,Buffalo
House Of China,250 Forest Avenue,Buffalo
"House Of China Cuisine, Inc.",543 Broadway Street,Buffalo
Hriczko's American Ukrainian Veterans,29 Clemo Street,Buffalo
HSBC Atrium Dining Center,95 Washington Street,Buffalo
Hungarian-American Social Club,660 Tonawanda Street,Buffalo
Hutch's,1375 Delaware Avenue,Buffalo
Hyatt - Atrium Bar & Bistro,Two Fountain Plaza,Buffalo
Hyatt - EB Green's Steakhouse,Two Fountain Plaza,Buffalo
Hyatt - Main Kitchen & Cafeteria,Two Fountain Plaza,Buffalo
Hyatt Reg - Employee Cafeteria,Two Fountain Plaza,Buffalo
Hydraulic Hearth,716 Swan Street,Buffalo
Hydraulic Hearth Commissary,716 Swan Street,Buffalo
Iglesia Metodista Libre Nueva Vision,168 Grant Street,Buffalo
Imperial Pizza,1035 Abbott Road,Buffalo
Impulse,517 Washington Street,Buffalo
In Room Plus,2495 Main Street,Buffalo
Incredible Edibles by Mallory,73 Glenwood Avenue,Buffalo
India Gate,1116 Elmwood Avenue,Buffalo
Indulge,49 West Chippewa Street,Buffalo
International Institute Of Buffalo,864 Delaware Avenue,Buffalo
Islamic Society Of America,485 Best Street,Buffalo
Island Mix Restaurant,883 Jefferson Avenue,Buffalo
J-J's Cafe',265 Kenmore Avenue,Buffalo
Jacobi's Restaurant,141 Abbott Road,Buffalo
Jacobs Executive Development Center,672 Delaware Avenue,Buffalo
Jafran Halal Restaurant,999 Broadway Street,Buffalo
James A. Dockery Community Ctr,800 Sycamore Street,Buffalo
Jenesaisquoi,893 Jefferson Avenue,Buffalo
Jeonis Wingstop,1085 East Ferry Street,Buffalo
Jericho Road Community Health Center,50 Wyoming Avenue,Buffalo
Jet's Pizza,2165 Delaware Avenue,Buffalo
JFK Center,401 Clinton Street,Buffalo
Jim's Steak Out,196 Allen Street,Buffalo
Jim's Steak Out,3094 Main Street,Buffalo
Jim's Steak Out,92 West Chippewa Street,Buffalo
Jim's Steakout,2611 Delaware Avenue,Buffalo
Jim's Steakout,938 Elmwood Avenue,Buffalo
JJ's Casa Di Pizza,11 East Mohawk Street,Buffalo
Jo Jo's Pizza & Subs Inc,528 Abbott Road,Buffalo
Joe's Deli,1322 Hertel Avenue,Buffalo
Joe's NY Deli,534 Elmwood Avenue,Buffalo
Joe's NY Style Pizza,345 Amherst Street,Buffalo
Johnnie B Wiley Athletic Facility,224 Best Street,Buffalo
Jordan's Ale House,107 Abbott Road,Buffalo
Joseph's Panini Station,295 Main Street,Buffalo
Judy's Deli,50 Lakefront Boulevard,Buffalo
Just Fries,50 Main Street,Buffalo
Just Pizza,300 Elmwood Avenue,Buffalo
Just Pizza,2350 Delaware Avenue,Buffalo
Just Pizza,3172 Main Street,Buffalo
Just Pizza Food Truck,300 Elmwood Avenue,Buffalo
Just Pizza Mobile,300 Elmwood Avenue,Buffalo
Just Vino,846 Main Street,Buffalo
K Cafe,546 Niagara Falls Boulevard,Buffalo
Kalypso Restaurant,12 Winspear Avenue,Buffalo
Karen Goodman Catering LLC,69 Chenango Street,Buffalo
Kate's,1125 Tonawanda Street,Buffalo
Kaydara Noodle Bar,777 Main Street,Buffalo
Ke's Kitchen,1303 Jefferson Avenue,Buffalo
Keeping Traditions Pierogi,999 Broadway Street,Buffalo
Kelly's Korner,2526 Delaware Avenue,Buffalo
Kensington Avenue Restaurant & Pizza,1463 Kensington Avenue,Buffalo
Kentucky Fried Chicken,470 East Delavan Avenue,Buffalo
Kentucky Fried Chicken/Taco Bell,170 Abbott Road,Buffalo
Kerns Avenue Bowling Center,163 Kerns Avenue,Buffalo
Kim Express 8888,1829 Genesee Street,Buffalo
Kim Kitchen,1490 Fillmore Avenue,Buffalo
King Center School,156 Newburgh Avenue,Buffalo
Kingdom Kids Family Fun Center,690 Broadway Street,Buffalo
Kleinhans Music Hall,370 Pennsylvania Street,Buffalo
Knights Of Columbus,1530 Kenmore Avenue,Buffalo
Knights Of Columbus #3875,261 South Legion Drive,Buffalo
Koessler Athletic Center Concession,2001 Main Street,Buffalo
Kosta's,1561 Hertel Avenue,Buffalo
Kuni's Sushi Bar,226 Lexington Avenue,Buffalo
Kupkates,956 Abbott Road,Buffalo
Kyel Sein Hein,25 Grant Street,Buffalo
La Belle Epicure,640 Ellicott Street,Buffalo
La Flor Bakery,544 Niagara Street,Buffalo
La Gourmet Empanada,74 Herkimer Street,Buffalo
La Kueva Restaurant,1260 Hertel Avenue,Buffalo
La Nova Pizzeria,371 West Ferry Street,Buffalo
La Pearlaboo's,862 Genesee Street,Buffalo
LA Pizza Club,1511 Hertel Avenue,Buffalo
LA Tavola Trattoria,1456 Hertel Avenue,Buffalo
Lactalis American Group Inc,2376 South Park Avenue,Buffalo
Lagerhaus 95,95 Perry Street,Buffalo
Lake Effect Diner,3165 Main Street,Buffalo
Lake Effect Laundry,2311 Main Street,Buffalo
Lake Shore Behavioral Health,430 Niagara Street,Buffalo
Lake Shore Behavioral Health,244 Hempstead Avenue,Buffalo
Lake Shore Behavioral Health,108 Sycamore Street,Buffalo
Lamo Texas Hots #1,2955 Bailey Avenue,Buffalo
Larkin Street Cafe,701 Seneca Street,Buffalo
Laurel & Hardy Cafe,1388 Broadway Street,Buffalo
Lee's Barbeque,1269 Fillmore Avenue,Buffalo
Lee's Lounge,1261 Fillmore Avenue,Buffalo
Left Bank,511 Rhode Island Street,Buffalo
Leo's Pizza & Subs Inc.,2249 South Park Avenue,Buffalo
Leo's Pizzeria Inc,2077 Seneca Street,Buffalo
Liberty Hound,One Naval Park Cove,Buffalo
Licorice Pizza,2916 Bailey Avenue,Buffalo
Lin Restaurant,927 Tonawanda Street,Buffalo
Linda Cafe & Smoothie Bar,426 Hertel Avenue,Buffalo
Little Caesar's Pizza,2290 Delaware Avenue,Buffalo
Little Mama's Confections,690 Hertel Avenue,Buffalo
Livingston Catering,15 Pine Street,Buffalo
Lloyd Product 3,502 Elmwood Avenue,Buffalo
Lloyd Products 1,502 Elmwood Avenue,Buffalo
Lloyd Products 2,502 Elmwood Avenue,Buffalo
Lloyd Products 4,502 Elmwood Avenue,Buffalo
Lloyd Products Commissary Inc.,502 Elmwood Avenue,Buffalo
Lloyd Taco Factory,1503 Hertel Avenue,Buffalo
Local Kitchen and Beer Bar,88 West Chippewa Street,Buffalo
Lockhouse Distillery,41 Columbia Street Suite 200,Buffalo
Lombardo Ristorante,1198 Hertel  Avenue,Buffalo
Lone Star Fajita Grill,1855 Hertel Avenue,Buffalo
Loretto Ministry Center,301 Fourteenth Street,Buffalo
Los Tainos Sr Citizens,333 Trenton Avenue,Buffalo
Louie's Texas Red Hots,2350 Delaware Avenue,Buffalo
Louie's Texas Red Hots,2811A Bailey Avenue,Buffalo
Louie's Texas Red Hots Mobile,2811 A Bailey Avenue,Buffalo
"Louie's Texas Red Hots, Elmwood",1098 Elmwood Avenue,Buffalo
Lovejoy Pizza Main Street,900 Main Street,Buffalo
Loyal Order Of Moose Buffalo #8,717 Tonawanda Street,Buffalo
Loyola Hall (Jesuit Residence),2001 Main Street,Buffalo
Luba's Place,135 Delaware Avenue,Buffalo
Lucky's,1903 Clinton Street,Buffalo
Lucy Takeout and Variety Store,388 Amherst Street,Buffalo
Lynn's Wings and Things,1775 South Park Avenue,Buffalo
M Asian Halal Foods,25 Grant Street,Buffalo
M & T Center Cafeteria,3 Fountain Plaza,Buffalo
M & T Employee's Cafeteria,One M & T Plaza,Buffalo
M & T Executive Dining Facility,1 M & T Plaza,Buffalo
Mac's on Hertel,1435 Hertel Avenue,Buffalo
Macky's The Essex Street Pub,530 Rhode Island Street,Buffalo
Madina Halal Sweets & Restaurant,125 Mills Street,Buffalo
Maggie's,715 Military Road,Buffalo
Major Cool Off Ice Cream,361 Dingens Street,Buffalo
Mama Mia's Pizzeria & Cafe',215 Highland Parkway,Buffalo
Marble and Rye,112 Genesee Street,Buffalo
Marco's,1085 Niagara Street,Buffalo
Marco's Italian Deli,1744 Hertel Avenue,Buffalo
Marco's Italian Deli,111 Genesee Street,Buffalo
Marcy Casino at Delaware Park,199 Lincoln Parkway,Buffalo
Marinaro Larkin Tavern,131 Van Rensselaer Street,Buffalo
Market Bar,232 Gibson Street,Buffalo
Market EXPO,615 Main Street,Buffalo
Marquis de Lafayette,391 Washington Street,Buffalo
Martha Mitchell Community Center,175 Oakmont Avenue,Buffalo
Martin Cooks,346 Connecticut Street,Buffalo
Martin Cooks Take Out,460 Elmwood Avenue,Buffalo
Mary Agnes Manor,307 Porter Avenue,Buffalo
Matinee,698 Main Street,Buffalo
Matt Urban Hope House Kitchen,586 Genesee Street,Buffalo
Mattie's Restaurant,1412 Fillmore Avenue,Buffalo
Mattie's Texas Hots Cart,1412 Fillmore Avenue,Buffalo
Mazurek's Bakery,543 South Park Avenue,Buffalo
Mazurek's Bakery Inc.,999 Broadway Street,Buffalo
McCarthy's Brewing & Kitchen,73 Hamburg Street,Buffalo
McCarthy Park Concession Stand,355 East Amherst Street,Buffalo
McDonald's,241 West Ferry Street,Buffalo
McDonald's,262 Grider Street,Buffalo
McDonald's,390 Niagara Street,Buffalo
McDonald's,453 William Street,Buffalo
McDonald's,1830 Genesee Street,Buffalo
McDonald's Restaurant,2156 Niagara Street,Buffalo
McDonald's Restaurant,1338 Main Street,Buffalo
McDonald's Restaurant,2058 Elmwood Avenue,Buffalo
McDonald's Restaurant,1028 McKinley Parkway,Buffalo
McGarrets,946 Elmwood Avenue,Buffalo
Meals On Wheels Commissary,100 James E. Casey Drive,Buffalo
Meals on Wheels for Western New York Comissary,100 James E. Casey Drive,Buffalo
Mel's Tavern,1316 Hertel Avenue,Buffalo
Mercato @ EXPO,615 Main Street,Buffalo
Merchant's Insurance Group,250 Main Street,Buffalo
Mercy Center,625 Abbott Road,Buffalo
Merge,439 Delaware Avenue,Buffalo
Mes Que,1420 Hertel Avenue,Buffalo
Metro Pizza Co. LLC,920 Clinton Street,Buffalo
Mezza Restaurant & Lounge,929 Elmwood Avenue,Buffalo
Michelle's Caribbean Cuisine,346 Connecticut Street,Buffalo
Mighty Taco,1039 McKinley Parkway,Buffalo
Mighty Taco,233 Franklin Street,Buffalo
Mighty Taco,462 Grider Street,Buffalo
Mighty Taco,396 Kenmore Avenue,Buffalo
Mighty Taco Inc,2363 Delaware Avenue,Buffalo
Mike's Lounge,1343 Jefferson Avenue,Buffalo
Mike's Steak House & Variety,3355 Bailey Avenue,Buffalo
Mike's Texas Hots & Steakhouse,1343 Fillmore Avenue,Buffalo
Military Road Tavern,362 Military Road,Buffalo
Milkie's on Elmwood Inc.,522 Elmwood Avenue,Buffalo
Milo's,126 Michigan Avenue,Buffalo
Mimi's Hots,2 Blossom Street,Buffalo
Mimi's Hots #2,2 Blossom Street,Buffalo
Mineo's South,2154 South Park Avenue,Buffalo
Mineo and Sapio Street Eats,410 Connecticut Street,Buffalo
Ming Cafe,3268 Main Street Upper,Buffalo
Miss Buffalo II,Erie Basin Marina,Buffalo
Mister Pizza Elmwood,1065 Elmwood Avenue,Buffalo
Mister Submarine,1977 South Park  Avenue,Buffalo
MNT Resale Inc,1685 South Park Avenue,Buffalo
Mo-Go Inc,223 Allen Street,Buffalo
Moe's Southwest Grill,2658 Delaware Avenue,Buffalo
Molly's Bar,1803 South Park Avenue,Buffalo
Molly Maguires,834 Abbott Road,Buffalo
Moot Senior Center,292 High Street,Buffalo
Mother's Restaurant,33 Virginia Place,Buffalo
Moura's NY Deli,11 Court Street,Buffalo
Mr. A's Village Corner Pub,805 Elk Street,Buffalo
Mr. C's Downtown Deli,478 Main Street,Buffalo
Mr. Goodbar,1110 Elmwood Avenue,Buffalo
Mr. Kones,893 Jefferson Avenue Suite A,Buffalo
Mr. Patty,25 Grant Street,Buffalo
Mr. Softee #1051,1685 South Park Avenue,Buffalo
Mr. Softee #245,1685 South Park Avenue,Buffalo
Mr. Softee #259,1685 South Park Avenue,Buffalo
Mr. Softee #338,1685 South Park Avenue,Buffalo
Mr. Softee #363,1685 South Park Avenue,Buffalo
Mr. Softee #365,1685 South Park Avenue,Buffalo
Mr. Softee #374,1685 South Park Avenue,Buffalo
Mr. Softee #403,1685 South Park Avenue,Buffalo
Mr. Softee #555,1685 South Park Avenue,Buffalo
Mr. Softee #691,1685 South Park Avenue,Buffalo
Mr. Softee #701,1685 South Park Avenue,Buffalo
Mr. Softee #779,1685 South Park Avenue,Buffalo
Mr. Softee #829,1685 South Park Avenue,Buffalo
Mr. Softee #915,1685 South Park Avenue,Buffalo
Mr. Softee #942,1685 South Park Avenue,Buffalo
Mr. Softee #962,1685 South Park Avenue,Buffalo
Mr. Sports Restaurant,2340 Seneca Street,Buffalo
Msgr. Adamski Social Center,389 Peckham Street,Buffalo
Ms. Goodies,1836 Bailey Avenue,Buffalo
Ms. Goodies/Celena Hunley,1836 Bailey Avenue,Buffalo
Mt. Mercy Academy Cafeteria,88 Red Jacket Parkway,Buffalo
Mt. Olive Baptist Church,701 East Delavan Avenue,Buffalo
Mulligan's Brick Bar,229 Allen Street,Buffalo
Mulloy's Hots,2 Blossom Street,Buffalo
My Precious Angels Childcare Commissary,2946 Bailey Avenue,Buffalo
Mythos Restaurant,510 Elmwood Avenue,Buffalo
M.A.C Vending Cart,202 Carolina Street,Buffalo
M.A.C. Vending Commissary,202 Carolina Street,Buffalo
M.T. Pockets,1519 Hertel Avenue,Buffalo
Naaim Halal Takeout,900 William Street,Buffalo
Nardin Academy,135 Cleveland Avenue,Buffalo
Naser Co. Food Vender Pushcart,1685 South Park Avenue,Buffalo
Natalie's Mediterranean Eatery,111 Genesee Street,Buffalo
Nate's Place,1038 Smith Street,Buffalo
Nature's Apothecary,346 Connecticut Street,Buffalo
Neapolis Family Restaurant,1389 Bailey Avenue,Buffalo
Neighbor's Pub,337 Kenmore Avenue,Buffalo
Nette's Fried Chicken,3118 Main Street,Buffalo
New China Chinese Restaurant,2166 Delaware Avenue,Buffalo
New China Star,1565 Hertel Avenue,Buffalo
New Dragon Express,525 Main Street,Buffalo
New Era Cap Company,160 Delaware Avenue,Buffalo
New Golden Nugget,2046 Fillmore  Avenue,Buffalo
New Hong Kong of 88 Inc.,2048 South Park Avenue,Buffalo
"New No. 1 Panda Kitchen, Inc.",524 Niagara Street,Buffalo
New Pan's Garden,1832 Main Street,Buffalo
New Peking Chinese Restaurant Inc,516 Elmwood Avenue,Buffalo
New Skateland,33 East Ferry Street,Buffalo
New Star Buffet,1999 Elmwood Avenue,Buffalo
Newbury Street,470 Elmwood Avenue,Buffalo
Newbury Street @ EXPO,615 Main Street,Buffalo
Newroz Market & Grill,1177 Hertel Avenue,Buffalo
Niagara Cafe,525 Niagara Street,Buffalo
Niagara Frontier Post 1041,533 Amherst Street,Buffalo
Niagara Metals Pushcart,366 Tonawanda Street,Buffalo
Niagara Seafood Inc.,837 Niagara Street,Buffalo
Nichols School,1250 Amherst Street,Buffalo
Nick's Place,504 Amherst Street,Buffalo
Nietzsche's,248 Allen Street,Buffalo
Nina Cart,1836 Bailey Avenue,Buffalo
Nine-Eleven Tavern,9 - 11 Bloomfield Avenue,Buffalo
No 1 Kitchen,372 Amherst Street,Buffalo
North Buffalo Community Center (043),203 Sanders Road,Buffalo
North Buffalo Ice Rink,156 Tacoma Avenue,Buffalo
North Park Lutheran Church,310 Starin Avenue,Buffalo
North Park Theater Concession,1428 Hertel Avenue,Buffalo
North Street Sub-Way,35 North Street,Buffalo
Northwest Buffalo Community Center (045),155 Lawn  Avenue,Buffalo
Notre Dame Academy,1125 Abbott Road,Buffalo
Obviously Avi,69 Chenango Street,Buffalo
Ohm Ultra Lounge,948 Main Street,Buffalo
Old 1st Ward Community Center,62 Republic Street,Buffalo
Oliver's Restaurant Catering,2095 Delaware Avenue,Buffalo
Oliver's Restaurant*Catering,2095 Delaware Avenue,Buffalo
Oracle Charter School,888 Delaware Avenue,Buffalo
Original Auntie Jamaican Restaurant,3331 Bailey Avenue,Buffalo
Oshun,5 East Huron Street,Buffalo
Osteopathic Wellness Medicine of WNY,235 South Elmwood Avenue,Buffalo
Osteria 166,166 Franklin Street,Buffalo
Our Lady Of Black Rock School,16 Peter Street,Buffalo
Our Lady Of Hope Parish Hall,246 Lafayette Avenue,Buffalo
P & K's,71 Weiss Street,Buffalo
Pack Club Corp,164 Elmwood Avenue,Buffalo
Pan American Grill & Brewery,391 Washington Street Suite 100,Buffalo
Panaro's,571 Delaware Avenue,Buffalo
Panda Kitchen,839 Tonawanda Street,Buffalo
Pandora's Sports Bar,2261 Fillmore Avenue,Buffalo
Panera Bread 1676,765 Elmwood Avenue,Buffalo
Pano's Restaurant,1081 Elmwood Avenue,Buffalo
Papa Joe's Corner Pizza,1043 West Avenue,Buffalo
Papaya Restaurant,118 West Chippewa Street,Buffalo
Park Lounge,1761 Clinton Street,Buffalo
"Parker's GBI, LLC",1216 South Park Avenue,Buffalo
"Parker's GBI, LLC Commissary",1216 South Park Avenue,Buffalo
Parker's Pitch Bar,1216 South Park Avenue,Buffalo
Parkside Candy Company,3208 Main Street,Buffalo
Parkside Lutheran Church,2 Wallace Avenue,Buffalo
Parkside Meadow Restaurant,2 Russell Avenue,Buffalo
Pasion Latin Fusion Cuisine,153 Elmwood Avenue,Buffalo
Pat's Pizzeria,544 Ontario Street,Buffalo
Pausa Art House,19 Wadsworth Street,Buffalo
Pearl Street Grill & Brewery,76 Pearl Street,Buffalo
People Inc. Seniors Unlimited,2635 Delaware Avenue,Buffalo
Pepe's Pizzeria,640 Colvin Avenue,Buffalo
Perks Cafe,448 Elmwood Avenue,Buffalo
Pete-N-Paul's Pockets,2124 South Park Avenue,Buffalo
Pierogis by Paula,999 Broadway Street,Buffalo
Pilgrim St. Luke's United Church.,335 Richmond Avenue,Buffalo
Pizza Bella,1133 Tonawanda Street,Buffalo
Pizza By Molino,1974 Clinton Street,Buffalo
Pizza Express,1993 Broadway Street,Buffalo
Pizza Plant Italian Pub,125 Main Street,Buffalo
Pizza Towne I,859 Niagara Street,Buffalo
Polish Cadets Of Buffalo,927 Grant Street,Buffalo
Polonia Hall (1st & 2nd Fl),385 Paderewski Drive,Buffalo
Pop Pop's Country Kettle Corn,510 Elmwood Avenue,Buffalo
Popeye's,2090 Elmwood Avenue,Buffalo
Porky's Amber Lounge,2028 Clinton Street,Buffalo
Porterview Dining Hall-D'Youville,320 Porter Avenue,Buffalo
Potts Deli and Grill,999 Broadway Street,Buffalo
Pratt/Willert Community Center,422 Pratt Street,Buffalo
Prima Pizza Pasta,396 Pearl Street,Buffalo
Providence Social,490 Rhode Island Street,Buffalo
Public Espresso & Coffee,391 Washington Street,Buffalo
Pucho Olivencia Community Center,261 Swan Street,Buffalo
P. Moran's,301 Parkside Avenue,Buffalo
P.J. Bottoms,3270 Main Street,Buffalo
P.S. Math Science and Technology School,666 East Delavan Avenue,Buffalo
P.S. #156 Frederick Law Olmstead School,319 Suffolk Street,Buffalo
P.S. #17,1045 West Delavan Avenue,Buffalo
P.S. #18 Dr. Pantoja School,118 Hampshire Street,Buffalo
P.S. #19 Native American Magnet School,97 West Delavan Avenue,Buffalo
P.S. #195 City Honors,186 East North Street,Buffalo
P.S. #198 International Prep,110 Fourteenth Street,Buffalo
P.S. #200 Bennett High School,2885 Main Street,Buffalo
P.S. #204 Lafayette High School,370 Lafayette Avenue,Buffalo
P.S. #212 DaVinci,320 Porter Avenue,Buffalo
P.S. #27 School,73 Pawnee Parkway,Buffalo
P.S. #28 School,1515 South Park Avenue,Buffalo
P.S. #3 D'Youville Porter Campus,255 Porter Avenue,Buffalo
P.S. #30 Frank Sedita Academy,21 Lowell Street,Buffalo
P.S. #301 Burgard Vocational High School,400 Kensington Avenue,Buffalo
P.S. #302A Emerson Hospitality,86 West Chippewa Street,Buffalo
P.S. #305 McKinley H.S.,1500 Elmwood Avenue,Buffalo
P.S. #307 East High School,820 Northampton Street,Buffalo
P.S. #31 Harriet Tubman School,212 Stanton Street,Buffalo
P.S. #32 Bennett Park School,342 Clinton Street,Buffalo
P.S. #33 Bilingual School,157 Elk Street,Buffalo
P.S. #37,295 Carlton Street,Buffalo
P.S. #39 Martin Luther King School,487 High Street,Buffalo
P.S. #43 Academy School,161 Benzinger Street,Buffalo
P.S. #44 at 4 School,425 South Park Avenue,Buffalo
P.S. #45 International School,141 Hoyt Street,Buffalo
P.S. #54 School,2358 Main Street,Buffalo
P.S. #59 Science Magnet School,1 Martin Luther King Park,Buffalo
P.S. #6 Elementary Technology,414 South Division Street,Buffalo
P.S. #61,453 Leroy Avenue,Buffalo
P.S. #64,874 Amherst Street,Buffalo
P.S. #65 School,249 Skillen Avenue,Buffalo
P.S. #67 Discovery School,911 Abbott Road,Buffalo
P.S. #69,1725 Clinton Street,Buffalo
P.S. #72 Lorraine Academy,71 Lorraine Avenue,Buffalo
P.S. #74 Hamlin Park Elementary,126 Donaldson Road,Buffalo
P.S. #79 PFC. Grabiarz School,255 Lawn Avenue,Buffalo
P.S. #80 Highgate Elem. School,600 Highgate Avenue,Buffalo
P.S. #84 ECMC #7980 School,462 Grider Street,Buffalo
P.S. #89 Dr. Wright School,106 Appenheimer Avenue,Buffalo
P.S. #90 School,50 A Street,Buffalo
